mahalle,brut_alan_m2,net_alan_m2,oda_sayisi,bina_kat_sayisi,dairenin_bulundugu_kat,bina_yas,isitma_turu,banyo_sayisi,balkon,asansor,otopark,esya_durumu,site_icinde,sahibi,aidat,depozito,fiyat
Güzeloba Mh.,90.0,80.0,2+1,2.0,2,4,Klima,1.0,1,0,Açık Otopark,1,0,0,0,0,25000.0
Fener Mah.,65.0,55.0,1+1,3.0,1,4,Klima,1.0,0,1,Açık Otopark,1,0,0,0,25000,25000.0
Tahılpazarı Mh.,110.0,95.0,2+1,5.0,5,26-30 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,100,11000,11000.0
Kızılarık Mh.,125.0,112.0,2+1,5.0,1,4,Klima,2.0,1,1,Açık Otopark,1,1,0,1100,35000,17800.0
Güzeloba Mh.,60.0,50.0,1+1,2.0,Bahçe Katı,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,1,0,0,0,13000.0
Meydankavağı Mh.,220.0,180.0,4+1,5.0,4,11-15 arası,Yok,2.0,1,1,Açık Otopark,0,0,0,150,22000,22000.0
Güzeloba Mh.,115.0,105.0,2+1,2.0,Yüksek Giriş,11-15 arası,Klima,1.0,1,0,Açık Otopark,1,0,0,200,25000,25000.0
Fener Mah.,90.0,80.0,2+1,15.0,Zemin Kat,21-25 arası,Klima,1.0,1,1,Kapalı Otopark,0,1,0,1250,40000,20000.0
Yenigün Mh.,110.0,100.0,2+1,4.0,4,11-15 arası,Klima,1.0,1,0,Açık Otopark,0,0,0,50,13000,13000.0
Çağlayan Mh.,150.0,140.0,3+1,8.0,1,16-20 arası,Kombi (Doğalgaz),1.0,1,1,Kapalı Otopark,1,1,0,0,0,30000.0
Yenigün Mh.,115.0,110.0,2+1,5.0,2,11-15 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,150,16000,16000.0
Güzeloba Mh.,120.0,110.0,2+1,3.0,2,16-20 arası,Klima,1.0,1,1,Açık Otopark,0,0,0,250,16000,16000.0
Soğuksu Mh.,170.0,160.0,3+1,17.0,11,11-15 arası,Kombi (Doğalgaz),1.0,1,1,Açık & Kapalı Otopark,1,0,0,0,25000,25000.0
Şirinyalı Mh.,220.0,200.0,5+1,13.0,12,11-15 arası,Klima,2.0,1,1,Açık Otopark,0,0,0,0,30000,30000.0
Muratpaşa Mh.,70.0,65.0,2+1,5.0,Çatı Katı,5-10 arası,Kombi (Doğalgaz),1.0,1,1,Açık Otopark,1,0,1,500,20000,20000.0
Güzeloba Mh.,100.0,80.0,2+1,4.0,1,16-20 arası,Klima,2.0,1,0,Yok,1,0,0,300,25000,17500.0
